Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
03/29/2019 06:00:00 AM,44,52
03/29/2019 07:00:00 AM,178,170
03/29/2019 08:00:00 AM,228,257
03/29/2019 09:00:00 AM,149,117
03/29/2019 10:00:00 AM,59,67
03/29/2019 11:00:00 AM,48,62
03/29/2019 12:00:00 PM,70,51
03/29/2019 01:00:00 PM,58,58
03/29/2019 02:00:00 PM,71,53
03/29/2019 03:00:00 PM,108,81
03/29/2019 04:00:00 PM,254,85
03/29/2019 05:00:00 PM,441,117
03/29/2019 06:00:00 PM,203,89
03/29/2019 07:00:00 PM,101,57
03/29/2019 08:00:00 PM,50,37
03/29/2019 09:00:00 PM,26,18
03/29/2019 10:00:00 PM,17,14
03/29/2019 11:00:00 PM,27,11
03/30/2019 12:00:00 AM,14,6
03/30/2019 01:00:00 AM,3,8
03/30/2019 02:00:00 AM,3,4
03/30/2019 03:00:00 AM,4,3
03/30/2019 04:00:00 AM,6,2
03/30/2019 05:00:00 AM,3,0
03/30/2019 06:00:00 AM,15,10
03/30/2019 07:00:00 AM,21,15
03/30/2019 08:00:00 AM,45,31
03/30/2019 09:00:00 AM,68,49
03/30/2019 10:00:00 AM,70,73
03/30/2019 11:00:00 AM,88,87
03/30/2019 12:00:00 PM,105,121
03/30/2019 01:00:00 PM,156,144
03/30/2019 02:00:00 PM,118,127
03/30/2019 03:00:00 PM,146,144
03/30/2019 04:00:00 PM,125,128
03/30/2019 05:00:00 PM,102,108
03/30/2019 06:00:00 PM,74,71
03/30/2019 07:00:00 PM,53,48
03/30/2019 08:00:00 PM,25,23
03/30/2019 09:00:00 PM,23,21
03/30/2019 10:00:00 PM,14,14
03/30/2019 11:00:00 PM,17,2
03/31/2019 12:00:00 AM,9,7
03/31/2019 01:00:00 AM,5,5
03/31/2019 02:00:00 AM,4,2
03/31/2019 03:00:00 AM,2,2
03/31/2019 04:00:00 AM,4,1
03/31/2019 05:00:00 AM,3,0
03/31/2019 06:00:00 AM,10,5
03/31/2019 07:00:00 AM,21,8
03/31/2019 08:00:00 AM,32,35
03/31/2019 09:00:00 AM,48,50
03/31/2019 10:00:00 AM,77,72
03/31/2019 11:00:00 AM,90,98
03/31/2019 12:00:00 PM,126,115
03/31/2019 01:00:00 PM,122,129
03/31/2019 02:00:00 PM,128,110
03/31/2019 03:00:00 PM,121,130
03/31/2019 04:00:00 PM,105,106
03/31/2019 05:00:00 PM,106,99
03/31/2019 06:00:00 PM,89,73
03/31/2019 07:00:00 PM,58,30
03/31/2019 08:00:00 PM,31,26
03/31/2019 09:00:00 PM,15,18
03/31/2019 10:00:00 PM,14,7
03/31/2019 11:00:00 PM,10,6
04/01/2019 12:00:00 AM,3,5
04/01/2019 01:00:00 AM,2,4
04/01/2019 02:00:00 AM,1,3
04/01/2019 03:00:00 AM,2,1
04/01/2019 04:00:00 AM,7,4
04/01/2019 05:00:00 AM,12,23
04/01/2019 06:00:00 AM,76,67
04/01/2019 07:00:00 AM,218,234
04/01/2019 08:00:00 AM,333,312
04/01/2019 09:00:00 AM,176,131
04/01/2019 10:00:00 AM,75,46
04/01/2019 11:00:00 AM,53,46
04/01/2019 12:00:00 PM,61,37
04/01/2019 01:00:00 PM,57,45
04/01/2019 02:00:00 PM,54,45
04/01/2019 03:00:00 PM,113,73
04/01/2019 04:00:00 PM,289,91
04/01/2019 05:00:00 PM,576,174
04/01/2019 06:00:00 PM,357,140
04/01/2019 07:00:00 PM,126,64
04/01/2019 08:00:00 PM,55,38
04/01/2019 09:00:00 PM,26,26
04/01/2019 10:00:00 PM,19,15
04/01/2019 11:00:00 PM,11,5
04/02/2019 12:00:00 AM,1,6
04/02/2019 01:00:00 AM,1,6
04/02/2019 02:00:00 AM,1,3
04/02/2019 03:00:00 AM,2,3
04/02/2019 04:00:00 AM,8,7
04/02/2019 05:00:00 AM,21,18
04/02/2019 06:00:00 AM,66,80
04/02/2019 07:00:00 AM,236,248
04/02/2019 08:00:00 AM,356,310
04/02/2019 09:00:00 AM,171,140
04/02/2019 10:00:00 AM,84,66
04/02/2019 11:00:00 AM,45,51
04/02/2019 12:00:00 PM,54,42
04/02/2019 01:00:00 PM,63,59
04/02/2019 02:00:00 PM,54,49
04/02/2019 03:00:00 PM,111,78
04/02/2019 04:00:00 PM,307,98
04/02/2019 05:00:00 PM,556,181
04/02/2019 06:00:00 PM,383,111
04/02/2019 07:00:00 PM,109,64
04/02/2019 08:00:00 PM,69,29
04/02/2019 09:00:00 PM,35,28
04/02/2019 10:00:00 PM,26,11
04/02/2019 11:00:00 PM,7,7
04/03/2019 12:00:00 AM,6,5
04/03/2019 01:00:00 AM,2,3
04/03/2019 02:00:00 AM,1,2
04/03/2019 03:00:00 AM,2,1
04/03/2019 04:00:00 AM,5,9
04/03/2019 05:00:00 AM,19,11
04/03/2019 06:00:00 AM,54,65
04/03/2019 07:00:00 AM,190,191
04/03/2019 08:00:00 AM,271,219
04/03/2019 09:00:00 AM,120,96
04/03/2019 10:00:00 AM,46,35
04/03/2019 11:00:00 AM,31,27
04/03/2019 12:00:00 PM,28,25
04/03/2019 01:00:00 PM,32,40
04/03/2019 02:00:00 PM,49,21
04/03/2019 03:00:00 PM,88,52
04/03/2019 04:00:00 PM,197,61
04/03/2019 05:00:00 PM,418,142
04/03/2019 06:00:00 PM,256,66
04/03/2019 07:00:00 PM,82,54
04/03/2019 08:00:00 PM,43,32
04/03/2019 09:00:00 PM,31,20
04/03/2019 10:00:00 PM,12,9
04/03/2019 11:00:00 PM,9,6
04/04/2019 12:00:00 AM,2,3
04/04/2019 01:00:00 AM,3,0
04/04/2019 02:00:00 AM,1,1
04/04/2019 03:00:00 AM,1,2
04/04/2019 04:00:00 AM,3,5
04/04/2019 05:00:00 AM,18,21
04/04/2019 06:00:00 AM,55,74
04/04/2019 07:00:00 AM,183,224
04/04/2019 08:00:00 AM,339,275
04/04/2019 09:00:00 AM,160,120
04/04/2019 10:00:00 AM,77,54
04/04/2019 11:00:00 AM,51,56
04/04/2019 12:00:00 PM,60,54
04/04/2019 01:00:00 PM,53,51
04/04/2019 02:00:00 PM,58,51
04/04/2019 03:00:00 PM,101,67
04/04/2019 04:00:00 PM,261,117
04/04/2019 05:00:00 PM,501,160
04/04/2019 06:00:00 PM,326,123
04/04/2019 07:00:00 PM,119,55
04/04/2019 08:00:00 PM,56,15
04/04/2019 09:00:00 PM,32,19
04/04/2019 10:00:00 PM,14,14
04/04/2019 11:00:00 PM,14,7
04/05/2019 12:00:00 AM,1,2
04/05/2019 01:00:00 AM,1,1
04/05/2019 02:00:00 AM,1,0
04/05/2019 03:00:00 AM,3,0
04/05/2019 04:00:00 AM,2,4
04/05/2019 05:00:00 AM,14,11
04/05/2019 06:00:00 AM,41,31
04/05/2019 07:00:00 AM,140,129
04/05/2019 08:00:00 AM,198,168
04/05/2019 09:00:00 AM,123,100
04/05/2019 10:00:00 AM,53,29
04/05/2019 11:00:00 AM,41,28
04/05/2019 12:00:00 PM,21,16
04/05/2019 01:00:00 PM,19,15
04/05/2019 02:00:00 PM,21,13
04/05/2019 03:00:00 PM,58,23
04/05/2019 04:00:00 PM,182,47
04/05/2019 05:00:00 PM,317,99
04/05/2019 06:00:00 PM,167,60
04/05/2019 07:00:00 PM,75,33
04/05/2019 08:00:00 PM,24,17
04/05/2019 09:00:00 PM,12,12
04/05/2019 10:00:00 PM,10,11
04/05/2019 11:00:00 PM,7,6
04/06/2019 12:00:00 AM,3,6
04/06/2019 01:00:00 AM,9,6
04/06/2019 02:00:00 AM,2,3
04/06/2019 03:00:00 AM,2,0
04/06/2019 04:00:00 AM,3,1
04/06/2019 05:00:00 AM,2,0
04/06/2019 06:00:00 AM,5,5
04/06/2019 07:00:00 AM,9,7
04/06/2019 08:00:00 AM,20,13
04/06/2019 09:00:00 AM,12,14
04/06/2019 10:00:00 AM,24,13
04/06/2019 11:00:00 AM,21,36
04/06/2019 12:00:00 PM,41,35
04/06/2019 01:00:00 PM,36,28
04/06/2019 02:00:00 PM,26,27
04/06/2019 03:00:00 PM,30,21
04/06/2019 04:00:00 PM,40,23
04/06/2019 05:00:00 PM,27,21
04/06/2019 06:00:00 PM,21,22
04/06/2019 07:00:00 PM,14,18
04/06/2019 08:00:00 PM,10,12
04/06/2019 09:00:00 PM,9,11
04/06/2019 10:00:00 PM,9,4
04/06/2019 11:00:00 PM,4,6
04/07/2019 12:00:00 AM,2,3
04/07/2019 01:00:00 AM,2,3
04/07/2019 02:00:00 AM,1,0
04/07/2019 03:00:00 AM,1,0
04/07/2019 04:00:00 AM,6,1
04/07/2019 05:00:00 AM,1,1
04/07/2019 06:00:00 AM,4,6
04/07/2019 07:00:00 AM,11,8
04/07/2019 08:00:00 AM,39,19
04/07/2019 09:00:00 AM,37,33
04/07/2019 10:00:00 AM,33,24
04/07/2019 11:00:00 AM,52,42
04/07/2019 12:00:00 PM,61,53
04/07/2019 01:00:00 PM,72,45
04/07/2019 02:00:00 PM,57,59
04/07/2019 03:00:00 PM,43,71
04/07/2019 04:00:00 PM,74,80
04/07/2019 05:00:00 PM,47,40
04/07/2019 06:00:00 PM,48,26
04/07/2019 07:00:00 PM,23,18
04/07/2019 08:00:00 PM,11,13
04/07/2019 09:00:00 PM,5,6
04/07/2019 10:00:00 PM,5,5
04/07/2019 11:00:00 PM,9,6
04/08/2019 12:00:00 AM,1,2
04/08/2019 01:00:00 AM,0,1
04/08/2019 02:00:00 AM,0,0
04/08/2019 03:00:00 AM,1,1
04/08/2019 04:00:00 AM,5,4
04/08/2019 05:00:00 AM,13,17
04/08/2019 06:00:00 AM,41,54
04/08/2019 07:00:00 AM,156,135
04/08/2019 08:00:00 AM,219,203
04/08/2019 09:00:00 AM,122,91
04/08/2019 10:00:00 AM,44,28
04/08/2019 11:00:00 AM,28,22
04/08/2019 12:00:00 PM,26,19
04/08/2019 01:00:00 PM,28,28
04/08/2019 02:00:00 PM,30,35
04/08/2019 03:00:00 PM,66,47
04/08/2019 04:00:00 PM,184,63
04/08/2019 05:00:00 PM,344,118
04/08/2019 06:00:00 PM,201,60
04/08/2019 07:00:00 PM,97,37
04/08/2019 08:00:00 PM,39,18
04/08/2019 09:00:00 PM,23,19
04/08/2019 10:00:00 PM,8,10
04/08/2019 11:00:00 PM,5,6
04/09/2019 12:00:00 AM,2,3
04/09/2019 01:00:00 AM,2,1
04/09/2019 02:00:00 AM,2,1
04/09/2019 03:00:00 AM,1,0
04/09/2019 04:00:00 AM,7,4
04/09/2019 05:00:00 AM,10,14
04/09/2019 06:00:00 AM,50,58
04/09/2019 07:00:00 AM,187,164
04/09/2019 08:00:00 AM,241,220
04/09/2019 09:00:00 AM,141,136
04/09/2019 10:00:00 AM,61,31
04/09/2019 11:00:00 AM,37,27
04/09/2019 12:00:00 PM,37,28
04/09/2019 01:00:00 PM,44,25
04/09/2019 02:00:00 PM,33,31
04/09/2019 03:00:00 PM,112,60
04/09/2019 04:00:00 PM,219,71
04/09/2019 05:00:00 PM,393,167
04/09/2019 06:00:00 PM,292,76
04/09/2019 07:00:00 PM,122,69
04/09/2019 08:00:00 PM,47,26
04/09/2019 09:00:00 PM,31,20
04/09/2019 10:00:00 PM,16,14
04/09/2019 11:00:00 PM,8,6
04/10/2019 12:00:00 AM,1,5
04/10/2019 01:00:00 AM,1,1
04/10/2019 02:00:00 AM,0,2
04/10/2019 03:00:00 AM,3,2
04/10/2019 04:00:00 AM,6,3
04/10/2019 05:00:00 AM,17,12
04/10/2019 06:00:00 AM,47,51
04/10/2019 07:00:00 AM,146,155
04/10/2019 08:00:00 AM,220,202
04/10/2019 09:00:00 AM,154,101
04/10/2019 10:00:00 AM,47,38
04/10/2019 11:00:00 AM,34,16
04/10/2019 12:00:00 PM,27,36
04/10/2019 01:00:00 PM,29,35
04/10/2019 02:00:00 PM,26,16
04/10/2019 03:00:00 PM,66,36
04/10/2019 04:00:00 PM,184,46
04/10/2019 05:00:00 PM,344,117
04/10/2019 06:00:00 PM,216,72
04/10/2019 07:00:00 PM,67,38
04/10/2019 08:00:00 PM,35,26
04/10/2019 09:00:00 PM,21,9
04/10/2019 10:00:00 PM,13,11
04/10/2019 11:00:00 PM,3,2
04/11/2019 12:00:00 AM,2,2
04/11/2019 01:00:00 AM,1,2
04/11/2019 02:00:00 AM,1,0
04/11/2019 03:00:00 AM,1,0
04/11/2019 04:00:00 AM,3,7
04/11/2019 05:00:00 AM,11,11
04/11/2019 06:00:00 AM,31,39
04/11/2019 07:00:00 AM,112,108
04/11/2019 08:00:00 AM,181,154
04/11/2019 09:00:00 AM,107,86
04/11/2019 10:00:00 AM,36,35
04/11/2019 11:00:00 AM,31,17
04/11/2019 12:00:00 PM,23,28
04/11/2019 01:00:00 PM,21,21
04/11/2019 02:00:00 PM,22,21
04/11/2019 03:00:00 PM,59,40
04/11/2019 04:00:00 PM,147,53
04/11/2019 05:00:00 PM,275,91
04/11/2019 06:00:00 PM,197,76
04/11/2019 07:00:00 PM,69,46
04/11/2019 08:00:00 PM,45,19
04/11/2019 09:00:00 PM,22,9
04/11/2019 10:00:00 PM,16,9
04/11/2019 11:00:00 PM,7,23
04/12/2019 12:00:00 AM,1,2
04/12/2019 01:00:00 AM,1,0
04/12/2019 02:00:00 AM,2,0
04/12/2019 03:00:00 AM,1,0
04/12/2019 04:00:00 AM,4,5
04/12/2019 05:00:00 AM,9,8
04/12/2019 06:00:00 AM,32,45
04/12/2019 07:00:00 AM,127,129
04/12/2019 08:00:00 AM,180,160
04/12/2019 09:00:00 AM,117,104
04/12/2019 10:00:00 AM,42,55
04/12/2019 11:00:00 AM,45,37
04/12/2019 12:00:00 PM,32,37
04/12/2019 01:00:00 PM,51,36
04/12/2019 02:00:00 PM,68,49
04/12/2019 03:00:00 PM,124,69
04/12/2019 04:00:00 PM,192,117
04/12/2019 05:00:00 PM,332,138
04/12/2019 06:00:00 PM,209,86
04/12/2019 07:00:00 PM,70,54
04/12/2019 08:00:00 PM,47,27
04/12/2019 09:00:00 PM,30,14
04/12/2019 10:00:00 PM,11,11
04/12/2019 11:00:00 PM,21,10
04/13/2019 12:00:00 AM,7,10
04/13/2019 01:00:00 AM,8,4
04/13/2019 02:00:00 AM,6,3
04/13/2019 03:00:00 AM,2,1
04/13/2019 04:00:00 AM,2,2
04/13/2019 05:00:00 AM,4,1
04/13/2019 06:00:00 AM,4,4
04/13/2019 07:00:00 AM,11,11
04/13/2019 08:00:00 AM,14,9
04/13/2019 09:00:00 AM,15,16
04/13/2019 10:00:00 AM,23,22
04/13/2019 11:00:00 AM,24,29
04/13/2019 12:00:00 PM,27,31
04/13/2019 01:00:00 PM,20,20
04/13/2019 02:00:00 PM,44,35
04/13/2019 03:00:00 PM,48,32
04/13/2019 04:00:00 PM,25,16
04/13/2019 05:00:00 PM,39,33
04/13/2019 06:00:00 PM,35,32
04/13/2019 07:00:00 PM,34,17
04/13/2019 08:00:00 PM,7,11
04/13/2019 09:00:00 PM,19,6
04/13/2019 10:00:00 PM,10,11
04/13/2019 11:00:00 PM,8,5
04/14/2019 12:00:00 AM,5,6
04/14/2019 01:00:00 AM,3,5
04/14/2019 02:00:00 AM,1,4
04/14/2019 03:00:00 AM,1,1
04/14/2019 04:00:00 AM,2,0
04/14/2019 05:00:00 AM,1,2
04/14/2019 06:00:00 AM,9,2
04/14/2019 07:00:00 AM,8,9
04/14/2019 08:00:00 AM,32,10
04/14/2019 09:00:00 AM,35,24
04/14/2019 10:00:00 AM,42,45
04/14/2019 11:00:00 AM,49,56
04/14/2019 12:00:00 PM,52,47
04/14/2019 01:00:00 PM,54,66
04/14/2019 02:00:00 PM,49,46
04/14/2019 03:00:00 PM,41,46
04/14/2019 04:00:00 PM,37,25
04/14/2019 05:00:00 PM,30,30
04/14/2019 06:00:00 PM,20,16
04/14/2019 07:00:00 PM,15,14
04/14/2019 08:00:00 PM,5,5
04/14/2019 09:00:00 PM,9,7
04/14/2019 10:00:00 PM,4,8
04/14/2019 11:00:00 PM,6,1
04/15/2019 12:00:00 AM,0,2
04/15/2019 01:00:00 AM,0,0
04/15/2019 02:00:00 AM,0,1
04/15/2019 03:00:00 AM,2,2
04/15/2019 04:00:00 AM,3,5
04/15/2019 05:00:00 AM,13,21
04/15/2019 06:00:00 AM,58,72
04/15/2019 07:00:00 AM,183,188
04/15/2019 08:00:00 AM,293,283
04/15/2019 09:00:00 AM,159,127
04/15/2019 10:00:00 AM,47,58
04/15/2019 11:00:00 AM,51,36
04/15/2019 12:00:00 PM,49,47
04/15/2019 01:00:00 PM,48,40
04/15/2019 02:00:00 PM,54,37
04/15/2019 03:00:00 PM,95,57
04/15/2019 04:00:00 PM,239,94
04/15/2019 05:00:00 PM,535,150
04/15/2019 06:00:00 PM,284,119
04/15/2019 07:00:00 PM,118,47
04/15/2019 08:00:00 PM,40,28
04/15/2019 09:00:00 PM,18,20
04/15/2019 10:00:00 PM,13,8
04/15/2019 11:00:00 PM,10,8
04/16/2019 12:00:00 AM,4,0
04/16/2019 01:00:00 AM,1,1
04/16/2019 02:00:00 AM,0,3
04/16/2019 03:00:00 AM,3,1
04/16/2019 04:00:00 AM,6,3
04/16/2019 05:00:00 AM,16,19
04/16/2019 06:00:00 AM,77,87
04/16/2019 07:00:00 AM,196,206
04/16/2019 08:00:00 AM,295,279
04/16/2019 09:00:00 AM,169,134
04/16/2019 10:00:00 AM,58,62
04/16/2019 11:00:00 AM,42,26
04/16/2019 12:00:00 PM,31,40
04/16/2019 01:00:00 PM,47,35
04/16/2019 02:00:00 PM,54,27
04/16/2019 03:00:00 PM,99,65
04/16/2019 04:00:00 PM,239,86
04/16/2019 05:00:00 PM,473,143
04/16/2019 06:00:00 PM,253,95
04/16/2019 07:00:00 PM,76,29
04/16/2019 08:00:00 PM,45,19
04/16/2019 09:00:00 PM,23,10
04/16/2019 10:00:00 PM,5,5
04/16/2019 11:00:00 PM,9,3
04/17/2019 12:00:00 AM,3,2
04/17/2019 01:00:00 AM,3,2
04/17/2019 02:00:00 AM,1,1
04/17/2019 03:00:00 AM,3,0
04/17/2019 04:00:00 AM,7,5
04/17/2019 05:00:00 AM,18,14
04/17/2019 06:00:00 AM,58,66
04/17/2019 07:00:00 AM,213,183
04/17/2019 08:00:00 AM,292,241
04/17/2019 09:00:00 AM,144,130
04/17/2019 10:00:00 AM,47,42
04/17/2019 11:00:00 AM,34,24
04/17/2019 12:00:00 PM,42,40
04/17/2019 01:00:00 PM,41,36
04/17/2019 02:00:00 PM,55,40
04/17/2019 03:00:00 PM,65,53
04/17/2019 04:00:00 PM,265,90
04/17/2019 05:00:00 PM,451,147
04/17/2019 06:00:00 PM,299,138
04/17/2019 07:00:00 PM,123,61
04/17/2019 08:00:00 PM,66,30
04/17/2019 09:00:00 PM,33,26
04/17/2019 10:00:00 PM,19,20
04/17/2019 11:00:00 PM,11,4
04/18/2019 12:00:00 AM,3,3
04/18/2019 01:00:00 AM,1,1
04/18/2019 02:00:00 AM,1,2
04/18/2019 03:00:00 AM,3,1
04/18/2019 04:00:00 AM,4,3
04/18/2019 05:00:00 AM,14,22
04/18/2019 06:00:00 AM,45,60
04/18/2019 07:00:00 AM,134,118
04/18/2019 08:00:00 AM,217,180
04/18/2019 09:00:00 AM,99,90
04/18/2019 10:00:00 AM,50,37
04/18/2019 11:00:00 AM,32,32
04/18/2019 12:00:00 PM,31,26
04/18/2019 01:00:00 PM,36,39
04/18/2019 02:00:00 PM,52,27
04/18/2019 03:00:00 PM,71,60
04/18/2019 04:00:00 PM,168,66
04/18/2019 05:00:00 PM,339,101
04/18/2019 06:00:00 PM,194,66
04/18/2019 07:00:00 PM,74,32
04/18/2019 08:00:00 PM,35,21
04/18/2019 09:00:00 PM,29,13
04/18/2019 10:00:00 PM,8,13
04/18/2019 11:00:00 PM,8,6
04/19/2019 12:00:00 AM,3,4
04/19/2019 01:00:00 AM,3,1
04/19/2019 02:00:00 AM,3,1
04/19/2019 03:00:00 AM,1,0
04/19/2019 04:00:00 AM,2,2
04/19/2019 05:00:00 AM,11,18
04/19/2019 06:00:00 AM,48,40
04/19/2019 07:00:00 AM,121,115
04/19/2019 08:00:00 AM,183,158
04/19/2019 09:00:00 AM,106,76
04/19/2019 10:00:00 AM,51,38
04/19/2019 11:00:00 AM,41,35
04/19/2019 12:00:00 PM,26,24
04/19/2019 01:00:00 PM,39,21
04/19/2019 02:00:00 PM,50,28
04/19/2019 03:00:00 PM,63,40
04/19/2019 04:00:00 PM,178,43
04/19/2019 05:00:00 PM,253,57
04/19/2019 06:00:00 PM,121,57
04/19/2019 07:00:00 PM,52,13
04/19/2019 08:00:00 PM,35,5
04/19/2019 09:00:00 PM,15,5
04/19/2019 10:00:00 PM,14,4
04/19/2019 11:00:00 PM,12,5
04/20/2019 12:00:00 AM,7,9
04/20/2019 01:00:00 AM,11,6
04/20/2019 02:00:00 AM,2,2
04/20/2019 03:00:00 AM,4,1
04/20/2019 04:00:00 AM,2,2
04/20/2019 05:00:00 AM,1,2
04/20/2019 06:00:00 AM,11,10
04/20/2019 07:00:00 AM,37,21
04/20/2019 08:00:00 AM,49,36
04/20/2019 09:00:00 AM,17,64
04/20/2019 10:00:00 AM,80,67
04/20/2019 11:00:00 AM,76,49
04/20/2019 12:00:00 PM,87,63
04/20/2019 01:00:00 PM,108,82
04/20/2019 02:00:00 PM,111,92
04/20/2019 03:00:00 PM,133,82
04/20/2019 04:00:00 PM,95,111
04/20/2019 05:00:00 PM,72,72
04/20/2019 06:00:00 PM,69,59
04/20/2019 07:00:00 PM,49,51
04/20/2019 08:00:00 PM,22,22
04/20/2019 09:00:00 PM,26,17
04/20/2019 10:00:00 PM,10,12
04/20/2019 11:00:00 PM,14,11
04/21/2019 12:00:00 AM,11,7
04/21/2019 01:00:00 AM,7,1
04/21/2019 02:00:00 AM,4,2
04/21/2019 03:00:00 AM,4,3
04/21/2019 04:00:00 AM,2,0
04/21/2019 05:00:00 AM,2,0
04/21/2019 06:00:00 AM,6,8
04/21/2019 07:00:00 AM,17,9
04/21/2019 08:00:00 AM,23,17
04/21/2019 09:00:00 AM,51,26
04/21/2019 10:00:00 AM,49,51
04/21/2019 11:00:00 AM,65,44
04/21/2019 12:00:00 PM,92,81
04/21/2019 01:00:00 PM,79,71
04/21/2019 02:00:00 PM,91,62
04/21/2019 03:00:00 PM,84,84
04/21/2019 04:00:00 PM,77,69
04/21/2019 05:00:00 PM,65,61
04/21/2019 06:00:00 PM,67,47
04/21/2019 07:00:00 PM,27,26
04/21/2019 08:00:00 PM,18,13
04/21/2019 09:00:00 PM,9,3
04/21/2019 10:00:00 PM,4,8
04/21/2019 11:00:00 PM,8,5
04/22/2019 12:00:00 AM,2,5
04/22/2019 01:00:00 AM,2,0
04/22/2019 02:00:00 AM,2,0
04/22/2019 03:00:00 AM,1,1
04/22/2019 04:00:00 AM,3,2
04/22/2019 05:00:00 AM,11,21
04/22/2019 06:00:00 AM,63,74
04/22/2019 07:00:00 AM,164,157
04/22/2019 08:00:00 AM,249,220
04/22/2019 09:00:00 AM,142,107
04/22/2019 10:00:00 AM,39,52
04/22/2019 11:00:00 AM,33,29
04/22/2019 12:00:00 PM,41,26
04/22/2019 01:00:00 PM,36,30
04/22/2019 02:00:00 PM,46,28
04/22/2019 03:00:00 PM,78,41
04/22/2019 04:00:00 PM,195,58
04/22/2019 05:00:00 PM,361,106
04/22/2019 06:00:00 PM,241,61
04/22/2019 07:00:00 PM,90,36
04/22/2019 08:00:00 PM,29,18
04/22/2019 09:00:00 PM,22,16
04/22/2019 10:00:00 PM,13,12
04/22/2019 11:00:00 PM,7,5
04/23/2019 12:00:00 AM,1,1
04/23/2019 01:00:00 AM,5,3
04/23/2019 02:00:00 AM,2,0
04/23/2019 03:00:00 AM,4,2
04/23/2019 04:00:00 AM,5,4
04/23/2019 05:00:00 AM,11,23
04/23/2019 06:00:00 AM,67,77
04/23/2019 07:00:00 AM,211,209
04/23/2019 08:00:00 AM,296,277
04/23/2019 09:00:00 AM,141,117
04/23/2019 10:00:00 AM,52,43
04/23/2019 11:00:00 AM,49,37
04/23/2019 12:00:00 PM,42,26
04/23/2019 01:00:00 PM,46,31
04/23/2019 02:00:00 PM,49,29
04/23/2019 03:00:00 PM,99,66
04/23/2019 04:00:00 PM,261,94
04/23/2019 05:00:00 PM,488,128
04/23/2019 06:00:00 PM,323,113
04/23/2019 07:00:00 PM,138,60
04/23/2019 08:00:00 PM,63,32
04/23/2019 09:00:00 PM,28,18
04/23/2019 10:00:00 PM,18,8
04/23/2019 11:00:00 PM,11,4
04/24/2019 12:00:00 AM,5,4
04/24/2019 01:00:00 AM,0,0
04/24/2019 02:00:00 AM,0,1
04/24/2019 03:00:00 AM,2,2
04/24/2019 04:00:00 AM,4,10
04/24/2019 05:00:00 AM,16,29
04/24/2019 06:00:00 AM,87,83
04/24/2019 07:00:00 AM,233,237
04/24/2019 08:00:00 AM,316,260
04/24/2019 09:00:00 AM,167,148
04/24/2019 10:00:00 AM,72,58
04/24/2019 11:00:00 AM,41,53
04/24/2019 12:00:00 PM,49,62
04/24/2019 01:00:00 PM,63,47
04/24/2019 02:00:00 PM,75,46
04/24/2019 03:00:00 PM,102,80
04/24/2019 04:00:00 PM,273,114
04/24/2019 05:00:00 PM,539,171
04/24/2019 06:00:00 PM,308,148
04/24/2019 07:00:00 PM,168,94
04/24/2019 08:00:00 PM,80,33
04/24/2019 09:00:00 PM,38,30
04/24/2019 10:00:00 PM,40,18
04/24/2019 11:00:00 PM,12,13
04/25/2019 12:00:00 AM,7,5
04/25/2019 01:00:00 AM,3,1
04/25/2019 02:00:00 AM,4,1
04/25/2019 03:00:00 AM,0,4
04/25/2019 04:00:00 AM,4,8
04/25/2019 05:00:00 AM,9,25
04/25/2019 06:00:00 AM,61,82
04/25/2019 07:00:00 AM,223,215
04/25/2019 08:00:00 AM,324,270
04/25/2019 09:00:00 AM,158,136
04/25/2019 10:00:00 AM,63,51
04/25/2019 11:00:00 AM,50,41
04/25/2019 12:00:00 PM,52,35
04/25/2019 01:00:00 PM,58,53
04/25/2019 02:00:00 PM,67,38
04/25/2019 03:00:00 PM,125,71
04/25/2019 04:00:00 PM,232,93
04/25/2019 05:00:00 PM,485,148
04/25/2019 06:00:00 PM,276,105
04/25/2019 07:00:00 PM,110,53
04/25/2019 08:00:00 PM,72,27
04/25/2019 09:00:00 PM,37,26
04/25/2019 10:00:00 PM,23,15
04/25/2019 11:00:00 PM,17,7
04/26/2019 12:00:00 AM,7,2
04/26/2019 01:00:00 AM,7,0
04/26/2019 02:00:00 AM,1,0
04/26/2019 03:00:00 AM,4,1
04/26/2019 04:00:00 AM,4,8
04/26/2019 05:00:00 AM,12,22
04/26/2019 06:00:00 AM,68,63
04/26/2019 07:00:00 AM,174,182
04/26/2019 08:00:00 AM,280,225
04/26/2019 09:00:00 AM,160,131
04/26/2019 10:00:00 AM,64,52
04/26/2019 11:00:00 AM,53,52
04/26/2019 12:00:00 PM,76,41
04/26/2019 01:00:00 PM,60,52
04/26/2019 02:00:00 PM,76,49
04/26/2019 03:00:00 PM,126,88
04/26/2019 04:00:00 PM,299,128
04/26/2019 05:00:00 PM,443,151
04/26/2019 06:00:00 PM,234,94
04/26/2019 07:00:00 PM,93,56
04/26/2019 08:00:00 PM,53,22
04/26/2019 09:00:00 PM,32,14
04/26/2019 10:00:00 PM,31,20
04/26/2019 11:00:00 PM,17,12
04/27/2019 12:00:00 AM,20,6
04/27/2019 01:00:00 AM,2,4
04/27/2019 02:00:00 AM,2,1
04/27/2019 03:00:00 AM,0,4
04/27/2019 04:00:00 AM,1,0
04/27/2019 05:00:00 AM,4,8
04/27/2019 06:00:00 AM,9,9
04/27/2019 07:00:00 AM,20,23
